month,ps_zscore,high_conviction,V,phi,H,entropy_gap,fwd_1m,fwd_3m,fwd_6m,ret,vix_close,mkt_fwd_1m,mkt_fwd_3m,mkt_fwd_6m,sec_fwd_1m,sec_fwd_3m,sec_fwd_6m,momentum
2025-04,-0.1246,False,20,0.15,0.4591,0.5409,0.004842682117920605,-0.1259079798015258,-0.17675540298099324,0.2147058160126769,24.700000762939453,0.06284498603412603,0.14319735577966752,0.23701262773291942,0.09972854910479523,0.25339551150415773,0.4362309656031862,-0.04091841820358697
2025-05,-0.3435,False,10,0.1,0.0,1.0,-0.0915662406913671,-0.17108430633446725,-0.19759042015261563,0.004842682117920605,18.56999969482422,0.04828711731137414,0.09767205237347976,0.1661387588846146,0.09666099928576788,0.13847378936576216,0.24318048462652864,-0.005699721950958969
2025-06,-0.3435,False,10,0.1,0.0,1.0,-0.04244039642005082,-0.11140585084516463,-0.10344838404563728,-0.0915662406913671,16.729999542236328,0.02605592955723468,0.08141045400612001,0.11003010054330864,0.03927441696081391,0.11490385833231631,0.14041736393166682,-0.011469074802566223
2025-07,-0.3435,False,31,0.0323,0.0,1.0,-0.04709132491178358,-0.058171705043047806,0.022160760262528445,-0.04244039642005082,16.719999313354492,0.020519537835420598,0.08206393364973219,0.1010295556601215,-0.0011037082217165706,0.1458721149237352,0.09829825545527382,-0.01696873360412347
2025-08,0.0081,False,37,0.0541,0.0,1.0,-0.02616281778096019,-0.03197685122950944,-0.15973114143606848,-0.04709132491178358,15.359999656677246,0.03275713817185344,0.062374464543476726,0.06956748100048382,0.07395672241819451,0.09197110749391779,0.060385281671345714,-0.023850107567259693
2025-09,-0.3435,False,35,0.1143,0.75,0.25,0.014925351035832923,0.008955119507703113,-0.3073368587539118,-0.02616281778096019,16.280000686645508,0.02667595931623068,0.026465109923032637,-0.01817813743111707,0.06814194358457293,0.022884040994811672,-0.05433437786214934,-0.012110086597955039
2025-10,-0.1421,False,25,0.2,0.6855,0.3145,-0.02058829503336057,0.0852941727655867,-0.3116396785780534,0.014925351035832923,17.440000534057617,0.0019499438514807288,0.017527265645403745,0.059660434202017054,-0.048091077705214036,-0.04151759943266242,0.06385885605926767,0.002047953054405971
2025-11,0.729,False,38,0.1579,0.325,0.675,0.01501499402656492,-0.1319744164887201,,-0.02058829503336057,16.350000381469727,-0.0021511202145568786,0.006770697806726789,,0.0060093939681320485,-0.028925514242828188,,-0.03124879110840136
2025-12,0.729,False,42,0.1429,0.325,0.675,0.09171612093975545,-0.3134846854396679,,0.01501499402656492,14.949999809265137,0.017736279088188978,-0.04349222094601646,,0.0008908275056329629,-0.07549088240917512,,-0.035487287300281556
2026-01,0.1409,False,32,0.125,0.4056,0.5944,-0.21665992683343194,-0.3657384894384521,,0.09171612093975545,17.440000534057617,-0.008641951723092456,0.041407409883890134,,-0.03558535174154043,0.10994093937411509,,-0.01772374818062622
2026-02,-0.1246,False,17,0.1765,0.4591,0.5409,-0.19723179691449066,,,-0.21665992683343194,19.860000610351562,-0.05196861816263498,,,-0.042231187466157394,,,0.004635671379341492
2026-03,0.0081,False,14,0.1429,0.0,1.0,0.008620640043698113,,,-0.19723179691449066,25.25,0.10807055160424506,,,0.20164277902148298,,,-0.023625762274266566
